id_institucion,cue,nombre,establecimiento_cabecera,id_edificio,nivel_educativo,categoria,ambito
565,700113401,J.I.N.Z. Nº 49  ESC HECTOR CONTE GRAND ANEXO,HECTOR CONTE GRAND,203,INICIAL,SEGUNDA,PUBLICO
566,700005000,ESCUELA E.E.E. DRA. CAROLINA TOBAR GARCIA,E.E.E. DRA. CAROLINA TOBAR GARCIA,204,EDUCACION ESPECIAL,PRIMERA,PUBLICO
567,700001801,ANEXO NOCTURNA ANGEL SALVADOR MARTIN,DR. NICANOR LARRAIN,205,UEPA,TERCERA,PUBLICO
568,700037400,DR. NICANOR LARRAIN,DR. NICANOR LARRAIN,205,PRIMARIO,PRIMERA,PUBLICO
569,700099800,ESCUELA SECUNDARIA DR. NICANOR LARRAIN,DR. NICANOR LARRAIN,205,SECUNDARIO,TERCERA,PUBLICO
570,700113702,J.I.N.Z. Nº 52  ESC DR NICANOR LARRAIN ANEXO,DR. NICANOR LARRAIN,205,INICIAL,CUARTA,PUBLICO
571,700032300,MERCEDES SAN MARTIN DE BALCARCE,DOMINGO FAUSTINO SARMIENTO,206,PRIMARIO,PRIMERA,PUBLICO
572,700032400,DOMINGO FAUSTINO SARMIENTO,DOMINGO FAUSTINO SARMIENTO,206,PRIMARIO,PRIMERA,PUBLICO
573,700032500,E.N.I. Nº 12 TELTANTI YU,DOMINGO FAUSTINO SARMIENTO,206,INICIAL,PRIMERA,PUBLICO
574,700032600,NOCTURNA ING. DOMINGO KRAUSE,DOMINGO FAUSTINO SARMIENTO,206,UEPA,TERCERA,PUBLICO
575,700070500,ESCUELA TEC. CAP. LAB. INGENIERO DOMINGO KRAUSE,PRESIDENTE SARMIENTO,199,TEC. CAP. LABORAL,PRIMERA,PUBLICO
576,700047100,PROVINCIA DEL CHACO,PROVINCIA DEL CHACO,207,PRIMARIO,PRIMERA,PUBLICO
577,700113600,J.I.N.Z. Nº 51 ESC PROVINCIA DEL CHACO SEDE,PROVINCIA DEL CHACO,207,INICIAL,PRIMERA,PUBLICO
578,700017300,E.N.I. Nº 8 QUINOA,PROVINCIA DE CATAMARCA,208,INICIAL,PRIMERA,PUBLICO
579,700017400,COLEGIO SECUNDARIO DR. DIEGO DE SALINAS,PROVINCIA DE CATAMARCA,208,SECUNDARIO,PRIMERA,PUBLICO
580,700052300,PROVINCIA DE CATAMARCA,PROVINCIA DE CATAMARCA,208,PRIMARIO,PRIMERA,PUBLICO
581,700052500,MALVINAS ARGENTINAS,PROVINCIA DE CATAMARCA,208,PRIMARIO,SEGUNDA,PUBLICO
582,700015500,PROVINCIA DE TUCUMAN,PROVINCIA DE TUCUMAN,209,PRIMARIO,PRIMERA,PUBLICO
583,700065500,C.E.N.S. RIVADAVIA,PROVINCIA DE TUCUMAN,209,CENS,TERCERA,PUBLICO
584,700067801,ANEXO ESC. TEC. CAP. LAB. PABLO A. PIZZURNO,PROVINCIA DE TUCUMAN,209,TEC. CAP. LABORAL,SEGUNDA,PUBLICO
585,700088800,ESCUELA DE SECUNDARIA PROVINCIA DE TUCUMAN,PROVINCIA DE TUCUMAN,209,SECUNDARIO,TERCERA,PUBLICO
586,700099601,J.I.N.Z. Nº 43 ESC PROVINCIA DE TUCUMAN ANEXO,PROVINCIA DE TUCUMAN,209,INICIAL,PRIMERA,PUBLICO
587,700028000,TIMOTEO MARADONA,TIMOTEO MARADONA,210,PRIMARIO,PRIMERA,PUBLICO
588,700099603,J.I.N.Z. Nº 43 ESC TIMOTEO MARADONA ANEXO,TIMOTEO MARADONA,210,INICIAL,PRIMERA,PUBLICO
589,700027201,NOCTURNA MATIAS ZAVALLA ANEXO,TIMOTEO MARADONA,210,UEPA,TERCERA,PUBLICO
590,700063800,C.E.N.S. RIM 22,TIMOTEO MARADONA,210,CENS,TERCERA,PUBLICO
591,700049800,E.N.I. Nº 13 JORGE MARIO BERGOGLIO,COL. PROVINCIAL Bº  PARQUE RIVADAVIA NORTE,211,INICIAL,PRIMERA,PUBLICO
592,700050200,B° PARQUE RIVADAVIA NORTE,COL. PROVINCIAL Bº  PARQUE RIVADAVIA NORTE,211,PRIMARIO,PRIMERA,PUBLICO
593,700058500,ESCUELA E. E. JOSE DE CUPERTINO (EX E.E.E. MULTIPLE DE RIVADAVIA),COL. PROVINCIAL Bº  PARQUE RIVADAVIA NORTE,211,EDUCACION ESPECIAL,PRIMERA,PUBLICO
594,700069400,ESCUELA TEC. CAP. LAB. MONS. JOSE AMERICO ORZALI,COL. PROVINCIAL Bº  PARQUE RIVADAVIA NORTE,211,TEC. CAP. LABORAL,PRIMERA,PUBLICO
595,700075800,COLEGIO SECUNDARIO Bº PARQUE RIVADAVIA NORTE,COL. PROVINCIAL Bº  PARQUE RIVADAVIA NORTE,211,SECUNDARIO,PRIMERA,PUBLICO
596,700015400,PROVINCIA DE SALTA,PROVINCIA DE SALTA,212,PRIMARIO,PRIMERA,PUBLICO
597,700050000,E.N.I. Nº 6,PROVINCIA DE SALTA,212,INICIAL,PRIMERA,PUBLICO
598,700000600,NOCTURNA PRIMERA JUNTA,PROVINCIA DE NEUQUEN,228,UEPA,TERCERA,PUBLICO
599,700050100,COLEGIO SECUNDARIO PROVINCIAL DE RIVADAVIA,PROVINCIA DE SALTA,212,SECUNDARIO,SEGUNDA,PUBLICO
600,700016201,ANEXO SOLDADOS DE MALVINAS,INDEPENDENCIA ARGENTINA,213,UEPA,TERCERA,PUBLICO
601,700028300,INDEPENDENCIA ARGENTINA,INDEPENDENCIA ARGENTINA,213,PRIMARIO,PRIMERA,PUBLICO
602,700068001,ANEXO ESC. TEC. CAP. LAB. EJERCITO ARGENTINO,INDEPENDENCIA ARGENTINA,213,TEC. CAP. LABORAL,SEGUNDA,PUBLICO
603,700099701,J.I.N.Z. Nº 44 ESC INDEPENDENCIA ARGENTINA ANEXO,INDEPENDENCIA ARGENTINA,213,INICIAL,PRIMERA,PUBLICO
604,700109900,C.E.N.S. SOLDADOS DE MALVINAS,INDEPENDENCIA ARGENTINA,213,CENS,TERCERA,PUBLICO
605,700015300,CORNELIO SAAVEDRA TURNO MANANA,CORNELIO SAAVEDRA,214,PRIMARIO,PRIMERA,PUBLICO
606,700049900,ESCUELA BARRIO HUAZIHUL,CORNELIO SAAVEDRA,214,PRIMARIO,SEGUNDA,PUBLICO
607,700099702,J.I.N.Z. Nº 44 ESC  CORNELIO SAAVEDRA TM ANEXO,CORNELIO SAAVEDRA,214,INICIAL,PRIMERA,PUBLICO
608,700099703,J.I.N.Z. Nº 44 ESC  CORNELIO SAAVEDRA TT ANEXO,CORNELIO SAAVEDRA,214,INICIAL,PRIMERA,PUBLICO
609,700052800,DOCENTES SANJUANINOS,DOCENTES SANJUANINOS,215,PRIMARIO,PRIMERA,PUBLICO
610,700099602,J.I.N.Z. Nº 43 ESC DOCENTES SANJUANINOS ANEXO,DOCENTES SANJUANINOS,215,INICIAL,PRIMERA,PUBLICO
611,700050700,GRAL. MARINO BARTOLOME CARRERAS,MARINO B. CARRERAS,216,PRIMARIO,PRIMERA,PUBLICO
612,700058600,GENDARME ARGENTINO,MARINO B. CARRERAS,216,PRIMARIO,SEGUNDA,PUBLICO
613,700052900,POLICIA DE LA PROVINCIA DE SAN JUAN,POLICIA DE LA PROVINCIA DE SAN JUAN,217,PRIMARIO,PRIMERA,PUBLICO
614,700099600,J.I.N.Z. Nº 43 ESC POLICIA DE LA PROVINCIA DE SAN JUAN SEDE,POLICIA DE LA PROVINCIA DE SAN JUAN,217,INICIAL,PRIMERA,PUBLICO
615,700017200,NOCTURNA ING PEDRO PASCUAL RAMIREZ,PROVINCIA DE MENDOZA,218,UEPA,TERCERA,PUBLICO
616,700052400,PROVINCIA DE MENDOZA,PROVINCIA DE MENDOZA,218,PRIMARIO,PRIMERA,PUBLICO
617,700052600,SAN JUAN DE LA FRONTERA,PROVINCIA DE MENDOZA,218,PRIMARIO,PRIMERA,PUBLICO
618,700072500,ESCUELA TEC. CAP. LAB. INFANTERIA ARGENTINA,PROVINCIA DE MENDOZA,218,TEC. CAP. LABORAL,PRIMERA,PUBLICO
619,700028600,JUAN JOSE CASTELLI  TURNO MANANA,JUAN JOSE CASTELLI,219,PRIMARIO,PRIMERA,PUBLICO
620,700073400,ESCUELA TEC. CAP. LAB. DR. AUDINO RODRIGUEZ Y OLMOS,JUAN JOSE CASTELLI,219,TEC. CAP. LABORAL,PRIMERA,PUBLICO
621,700081300,ESCUELA DE NIVEL PRIMARIO BANDERA CIUDADANA,JUAN JOSE CASTELLI,219,PRIMARIO,PRIMERA,PUBLICO
622,700103402,J.I.N.Z. Nº 36 ESC JUAN JOSE CASTELL T M ANEXO,JUAN JOSE CASTELLI,219,INICIAL,CUARTA,PUBLICO
623,700103403,J.I.N.Z. Nº 36 ESC ESC JUAN JOSE CASTELLI T T ANEXO,JUAN JOSE CASTELLI,219,INICIAL,PRIMERA,PUBLICO
624,700053101,ANEXO DIOGENES PERRAMON,ANEXO DIOGENES PERRAMON,220,PRIMARIO,PRIMERA,PUBLICO
625,700103401,J.I.N.Z. Nº 36 ESC DIOGENES PERRAMON ANEXO,ESTRELLA DE SAN JUAN,220,INICIAL,PRIMERA,PUBLICO
626,700012300,PEDRO DE MARQUEZ,PEDRO DE MARQUEZ,221,PRIMARIO,PRIMERA,PUBLICO
627,700047400,ESCUELA DE COMERCIO NICOLAS ECHEZARRETA,PEDRO DE MARQUEZ,221,SECUNDARIO,PRIMERA,PUBLICO
628,700103301,J.I.N.Z. Nº 37 ESC PEDRO DE MARQUEZ ANEXO,PEDRO DE MARQUEZ,221,INICIAL,TERCERA,PUBLICO
629,700017700,NOCTURNA PEDRO ECHAGUE,JULIA LEON,222,UEPA,TERCERA,PUBLICO
630,700053000,JULIA LEON,JULIA LEON,222,PRIMARIO,PRIMERA,PUBLICO
631,700067800,ESCUELA TEC. CAP. LAB. PABLO PIZZURNO,JULIA LEON,222,TEC. CAP. LABORAL,SEGUNDA,PUBLICO
632,700084300,ESCUELA DE EDUCACION SECUNDARIA JULIA LEON,JULIA LEON,222,SECUNDARIO,SEGUNDA,PUBLICO
633,700085600,E.N.I. Nº 22 PROF. MARGARITA MUGNOS DE ESCUDERO,JULIA LEON,222,INICIAL,PRIMERA,PUBLICO
634,700001500,GRAL. INGENIERO ENRIQUE MOSCONI,GRAL. INGENIERO ENRIQUE MOSCONI,223,PRIMARIO,PRIMERA,PUBLICO
635,700099900,E.N.I. Nº 62 LA HIGUERITA DEL JARDIN,GRAL. INGENIERO ENRIQUE MOSCONI,223,INICIAL,PRIMERA,PUBLICO
636,700002001,ANEXO NOCTURNA ALMIRANTE G. BROWN,CRISTOBAL COLON,224,UEPA,TERCERA,PUBLICO
637,700017600,CRISTOBAL COLON,CRISTOBAL COLON,224,PRIMARIO,TERCERA,PUBLICO
638,700066124,PROPAA ZONA SUR CAP N° 79 & UNION VECINAL VILLA NACUSI,CRISTOBAL COLON,224,,,
639,700067000,ESCUELA TEC. CAP. LAB. MONS. LEONARDO GALLARDO ,CRISTOBAL COLON,224,TEC. CAP. LABORAL,SEGUNDA,PUBLICO
640,700113503,J.I.N.Z. Nº 50 ESCUELA CRISTOBAL COLON ANEXO,CRISTOBAL COLON,224,INICIAL,PRIMERA,PUBLICO
641,700043200,ALEJANDRO MARIA DE AGUADO,ALEJANDRO MARIA DE AGUADO,225,PRIMARIO,PRIMERA,PUBLICO
642,700075200,"ESCUELA TeCNICA DE CAPACITACIoN LABORAL “MADRE TERESA DE CALCUTA"" (EX  T.C.L Nº 18)",ALEJANDRO MARIA DE AGUADO,225,TEC. CAP. LABORAL,TERCERA,PUBLICO
643,700080900,C.E.N.S. SAN MARTIN,ALEJANDRO MARIA DE AGUADO,225,CENS,TERCERA,PUBLICO
644,700086200,ESCUELA SECUNDARIA ALEJANDRO MARIA DE AGUADO,ALEJANDRO MARIA DE AGUADO,225,SECUNDARIO,PRIMERA,PUBLICO
645,700091600,E.N.I. Nº 48 PORTAL PIE DE PALO,ALEJANDRO MARIA DE AGUADO,225,INICIAL,SEGUNDA,PUBLICO
646,700043300,COMBATE DE SAN LORENZO - EMER,COMBATE DE SAN LORENZO  EMER,226,PRIMARIO,TERCERA,PUBLICO
647,700102803,J.I.N.Z. Nº 15 ESC COMBATE DE SAN LORENZO ANEXO,COMBATE DE SAN LORENZO  EMER,226,INICIAL,SEGUNDA,PUBLICO
648,700042600,AUTONOMIA CIUDAD DE BAILEN,AUTONOMIA CIUDAD DE BAILEN,227,PRIMARIO,TERCERA,PUBLICO
649,700066317,PROPAA  ZONA ESTE UNIDAD EDUCATIVA N° 77,AUTONOMIA CIUDAD DE BAILEN,227,,,
650,700103700,J.I.N.Z. Nº 12 ESC AUTONOMIA CIUDAD DE BAILEN SEDE,AUTONOMIA CIUDAD DE BAILEN,227,INICIAL,SEGUNDA,PUBLICO
651,700043400,PROVINCIA DE NEUQUEN,PROVINCIA DE NEUQUEN,228,PRIMARIO,PRIMERA,PUBLICO
652,700092300,PROFESOR JULIO GUTIERREZ,PROVINCIA DE NEUQUEN,228,SECUNDARIO,TERCERA,PUBLICO
653,700098201,J.I.N.Z. Nº 35 PROVINCIA DE NEUQUEN  ANEXO,PROVINCIA DE NEUQUEN,228,INICIAL,TERCERA,PUBLICO
654,700042700,DOMINGUITO,DOMINGUITO,229,PRIMARIO,TERCERA,PUBLICO
655,700071201,ANEXO ESC. TEC. CAP. LAB. MARIA CONTI DE TINTO,DOMINGUITO,229,TEC. CAP. LABORAL,TERCERA,PUBLICO
656,700103701,J.I.N.Z. Nº 12 ESC DOMINGUITO ANEXO,DOMINGUITO,229,INICIAL,SEGUNDA,PUBLICO
657,700115100,"ESCUELA NOCTURNA ""CEFERINO NAMUNCURA""",DOMINGUITO,229,UEPA,TERCERA,PUBLICO
658,700010300,HORACIO MANN,HORACIO MANN,230,PRIMARIO,TERCERA,PUBLICO
659,700103702,J.I.N.Z. Nº 12 ESC HORACIO MANN ANEXO,HORACIO MANN,230,INICIAL,SEGUNDA,PUBLICO
660,700043500,E.E.E CRUCERO A.R.A. GENERAL BELGRANO,E.E.E. MULTIPLE CRUCERO ARA GRAL. BELGRANO,231,EDUCACION ESPECIAL,PRIMERA,PUBLICO
661,700043600,ANTONIO PULENTA,ANTONIO PULENTA,232,PRIMARIO,TERCERA,PUBLICO
662,700102801,J.I.N.Z. Nº 15 ESC ANTONIO PULENTA ANEXO,ANTONIO PULENTA,232,INICIAL,SEGUNDA,PUBLICO
663,700043700,JUAN LARREA - EMER,JUAN LARREA  EMER,233,PRIMARIO,PRIMERA,PUBLICO
664,700067100,ESCUELA DE FORMACIoN PROFESIONAL “MIGUEL ANTONIO LEoN”,JUAN LARREA  EMER,233,TEC. CAP. LABORAL,TERCERA,PUBLICO
665,700097800,ESCUELA SECUNDARIA JUAN LARREA,JUAN LARREA  EMER,233,SECUNDARIO,TERCERA,PUBLICO
666,700102800,J.I.N.Z. Nº 15 ESC JUAN LARREA SEDE,JUAN LARREA  EMER,233,INICIAL,SEGUNDA,PUBLICO
667,700112501,INSTITUTO SUPERIOR TECNICO DE SAN MARTIN ANEXO,JUAN LARREA  EMER,233,SUPERIOR,CUARTA,PUBLICO
668,700043800,REPUBLICA DEL PERU,REPUBLICA DEL PERU,234,PRIMARIO,TERCERA,PUBLICO
669,700098200,J.I.N.Z. Nº 35 REPUBLICA DEL PERU SEDE,REPUBLICA DEL PERU,234,INICIAL,PRIMERA,PUBLICO
670,700043000,ERNESTINA ECHEGARAY DE ANDINO,ERNESTINA ECHEGARAY DE ANDINO,235,PRIMARIO,PRIMERA,PUBLICO
671,700071200,ESCUELA TEC. CAP. LAB. MARIA CONTI DE TINTO,ERNESTINA ECHEGARAY DE ANDINO,235,TEC. CAP. LABORAL,TERCERA,PUBLICO
672,700103703,J.I.N.Z. Nº 12 ESC ERNESTINA ECHEGARAY DE ANDINO ANEXO,ERNESTINA ECHEGARAY DE ANDINO,235,INICIAL,SEGUNDA,PUBLICO
673,700043100,JULIO VERNE,JULIO VERNE,236,PRIMARIO,TERCERA,PUBLICO
674,700098202,J.I.N.Z. Nº 35 JULIO VERNE  ANEXO,JULIO VERNE,236,INICIAL,SEGUNDA,PUBLICO
675,700003500,E.N.I. Nº 7 AYAC YANEN,CARLOS PELLEGRINI,237,INICIAL,PRIMERA,PUBLICO
676,700006200,NOCTURNA ING. LUIS ANGEL NOUSSAN,CARLOS PELLEGRINI,237,UEPA,TERCERA,PUBLICO
677,700034800,ARISTOBULO GARCIA,CARLOS PELLEGRINI,237,PRIMARIO,PRIMERA,PUBLICO
678,700038600,DR. CARLOS PELLEGRINI,CARLOS PELLEGRINI,237,PRIMARIO,PRIMERA,PUBLICO
679,700066800,ESCUELA TEC. CAP. LAB. DOMINGO MATHEU,CARLOS PELLEGRINI,237,TEC. CAP. LABORAL,SEGUNDA,PUBLICO
680,700000800,JUAN DOLORES GODOY,JUAN DOLORES GODOY,238,PRIMARIO,SEGUNDA,PUBLICO
681,700026300,COLEGIO SECUNDARIO JUAN PABLO ECHAGUE,JUAN DOLORES GODOY,238,SECUNDARIO,PRIMERA,PUBLICO
682,700116600,E.N.I. Nº 82 ALAS DE GRULLA,JUAN DOLORES GODOY,238,INICIAL,TERCERA,PUBLICO
683,700000200,MARIANO NECOCHEA,MARIANO NECOCHEA,239,PRIMARIO,PRIMERA,PUBLICO
684,700000300,NOCTURNA TOMAS ALVA EDISON,MARIANO NECOCHEA,239,UEPA,TERCERA,PUBLICO
685,700025700,SANTIAGO PAREDES,MARIANO NECOCHEA,239,PRIMARIO,PRIMERA,PUBLICO
686,700072400,ESCUELA TEC. CAP. LAB. TOMAS ALVA EDISON,MARIANO NECOCHEA,239,TEC. CAP. LABORAL,SEGUNDA,PUBLICO
687,700105100,E.N.I. Nº 70,MARIANO NECOCHEA,239,INICIAL,PRIMERA,PUBLICO
688,700026200,INSTITUTO SUPERIOR DE EDUCACION FISICA DE SAN JUAN,INST. SUPERIOR DE EDUCACION FISICA DE SAN JUAN,240,SUPERIOR,PRIMERA,PUBLICO
689,700034900,PROVINCIA DE CORRIENTES,PROVINCIA DE CORRIENTES,241,PRIMARIO,PRIMERA,PUBLICO
690,700073600,E.P.E.T. N° 8  SAN JUAN,PROVINCIA DE CORRIENTES,241,TECNICO,SEGUNDA,PUBLICO
691,700098900,J.I.N.Z. Nº 39 PROVINCIA DE CORRIENTES SEDE,PROVINCIA DE CORRIENTES,241,INICIAL,PRIMERA,PUBLICO
692,700000700,FRANCISCO DE VILLAGRA,FRANCISCO DE VILLAGRA,242,PRIMARIO,SEGUNDA,PUBLICO
693,700098902,J.I.N.Z. Nº 39 FRANCISCO DE VILLAGRA ANEXO,FRANCISCO DE VILLAGRA,242,INICIAL,PRIMERA,PUBLICO
694,700038700,JOSE PEDRO CORTINEZ,JOSE PEDRO CORTINEZ,243,PRIMARIO,PRIMERA,PUBLICO
695,700098901,J.I.N.Z. Nº 39 JOSE PEDRO CORTINEZ ANEXO,JOSE PEDRO CORTINEZ,243,INICIAL,PRIMERA,PUBLICO
696,700108100,ESCUELA SECUNDARIA JOSE PEDRO CORTINEZ,JOSE PEDRO CORTINEZ,243,SECUNDARIO,TERCERA,PUBLICO
697,700026100,MIGUEL DE CERVANTES SAAVEDRA,MIGUEL DE CERVANTES SAAVEDRA,244,PRIMARIO,SEGUNDA,PUBLICO
698,700098802,J.I.N.Z. Nº 38 MIGUEL DE CERVANTES SAAVEDRA ANEXO,MIGUEL DE CERVANTES SAAVEDRA,244,INICIAL,PRIMERA,PUBLICO
699,700000100,NOCTURNA MARIA ELISA RUFINO LEON,ANTONIA VILLASCUSA,245,UEPA,TERCERA,PUBLICO
700,700025500,ANTONIA VILLASCUSA,ANTONIA VILLASCUSA,245,PRIMARIO,PRIMERA,PUBLICO
701,700071300,ESCUELA TEC. CAP. LAB. JUAN RAMIREZ DE VELAZCO,ANTONIA VILLASCUSA,245,TEC. CAP. LABORAL,SEGUNDA,PUBLICO
702,700077600,ABENHAMAR RODRIGO,ANTONIA VILLASCUSA,245,PRIMARIO,PRIMERA,PUBLICO
703,700099200,E.N.I. Nº 59 PROFESOR EDGARDO MENDOZA,ANTONIA VILLASCUSA,245,INICIAL,PRIMERA,PUBLICO
704,700025600,DR. AMABLE JONES,DR. AMABLE JONES,246,PRIMARIO,PRIMERA,PUBLICO
705,700025900,C.E.N.S. N° 174,DR. AMABLE JONES,246,CENS,TERCERA,PUBLICO
706,700115300,E.N.I. Nº 79,DR. AMABLE JONES,246,INICIAL,TERCERA,PUBLICO
707,700041300,GRAL. ANTONIO GONZALEZ BALCARCE,GRAL. ANTONIO GONZALEZ BALCARCE,247,PRIMARIO,PRIMERA,PUBLICO
708,700066300,PROPAA ZONA ESTE UNIDAD EDUCATIVA RADIO 2,GRAL. ANTONIO GONZALEZ BALCARCE,247,PROPAA,TERCERA,PUBLICO
709,700072300,ESCUELA TEC. CAP. LAB. MADRES SANJUANINAS,GRAL. ANTONIO GONZALEZ BALCARCE,247,TEC. CAP. LABORAL,SEGUNDA,PUBLICO
710,700092500,ESCUELA DE SECUNDARIA GRAL. ANTONIO GONZALEZ BALCARCE,GRAL. ANTONIO GONZALEZ BALCARCE,247,SECUNDARIO,TERCERA,PUBLICO
711,700101700,E.N.I. Nº 64,GRAL. ANTONIO GONZALEZ BALCARCE,247,INICIAL,SEGUNDA,PUBLICO
712,700000400,JUAN ANTOLIN ZAPATA,JUAN ANTOLIN ZAPATA,248,PRIMARIO,TERCERA,PUBLICO
713,700098801,J.I.N.Z. Nº 38 JUAN ANTOLIN ZAPATA ANEXO,JUAN ANTOLIN ZAPATA,248,INICIAL,PRIMERA,PUBLICO
714,700008500,DR. ALBERT EINSTEIN,ALBERT EINSTEIN,249,PRIMARIO,TERCERA,PUBLICO
715,700102100,J.I.N.Z. Nº 5 ESC ALBERT EINSTEIN SEDE,ALBERT EINSTEIN,249,INICIAL,PRIMERA,PUBLICO
716,700008400,PROFESOR ALEJANDRO MATHUS,PROFESOR ALEJANDRO MATHUS,250,PRIMARIO,TERCERA,PUBLICO
717,700071800,ESCUELA TEC. CAP. LAB. TEODOVINA GIMENEZ,PROFESOR ALEJANDRO MATHUS,250,TEC. CAP. LABORAL,TERCERA,PUBLICO
718,700102102,J.I.N.Z. Nº 5 ESC PROFESOR ALEJANDRO MATHUS ANEXO,PROFESOR ALEJANDRO MATHUS,250,INICIAL,SEGUNDA,PUBLICO
719,700013700,CARLOS GUIDO SPANO,CARLOS GUIDO SPANO,251,PRIMARIO,TERCERA,PUBLICO
720,700104002,J.I.N.Z. Nº 10 ESC CARLOS GUIDO SPANO ANEXO,CARLOS GUIDO SPANO,251,INICIAL,PRIMERA,PUBLICO
721,700013800,CONSTANCIO C. VIGIL,CONSTANCIO C. VIGIL,252,PRIMARIO,TERCERA,PUBLICO
722,700104004,J.I.N.Z. Nº 10 ESC CONSTANCIO C. VIGIL ANEXO,CONSTANCIO C. VIGIL,252,INICIAL,PRIMERA,PUBLICO
723,700117000,ESCUELA SECUNDARIA DR. RAMoN EDUARDO LUEJE ( EX C. C. VIGIL,CONSTANCIO C. VIGIL,252,SECUNDARIO,TERCERA,PUBLICO
724,700048100,DR. ANACLETO GIL - EMER,DR. ANACLETO GIL EMER,253,PRIMARIO,TERCERA,PUBLICO
725,700094102,J.I.N.Z. Nº 1 ESC DR. ANACLETO GIL ANEXO,DR. ANACLETO GIL EMER,253,INICIAL,PRIMERA,PUBLICO
726,700048300,PAULO VI,PAULO VI,254,PRIMARIO,TERCERA,PUBLICO
727,700104003,J.I.N.Z. Nº 10 ESC PAULO VI ANEXO,PAULO VI,254,INICIAL,PRIMERA,PUBLICO
728,700013000,MARIANO MORENO - EMER,MARIANO MORENO EMER,255,PRIMARIO,TERCERA,PUBLICO
729,700094105,J.I.N.Z. Nº 1 ESC MARIANO MORENO ANEXO,MARIANO MORENO EMER,255,INICIAL,PRIMERA,PUBLICO
730,700013900,COMANDANTE LUIS PIEDRABUENA - EMER,COMANDANTE LUIS PIEDRA BUENA  EMER,256,PRIMARIO,TERCERA,PUBLICO
731,700104005,J.I.N.Z. Nº 10 ESC COMANDANTE LUIS PIEDRABUENA ANEXO,COMANDANTE LUIS PIEDRA BUENA EMER,256,INICIAL,PRIMERA,PUBLICO
732,700048400,20 DE JUNIO,20 DE JUNIO,257,PRIMARIO,SEGUNDA,PUBLICO
733,700094103,J.I.N.Z. Nº 1 ESC 20 DE JUNIO ANEXO,20 DE JUNIO,257,INICIAL,PRIMERA,PUBLICO
734,700048500,JUAN EUGENIO SERU - EMER,JUAN EUGENIO SERU EMER,258,PRIMARIO,SEGUNDA,PUBLICO
735,700066132,PROPAA ZONA SUR UNIDAD EDUCATIVA N° 16,JUAN EUGENIO SERU EMER,258,PROPAA,TERCERA,PUBLICO
736,700070700,N° 21 DR. LEOPOLDO BRAVO,JUAN EUGENIO SERU EMER,258,TEC. CAP. LABORAL,TERCERA,PUBLICO
737,700082800,SECUNDARIA JUAN EUGENIO SERU,JUAN EUGENIO SERU EMER,258,SECUNDARIO,SEGUNDA,PUBLICO
738,700094104,J.I.N.Z. Nº 1 ESC JUAN EUGENIO SERU SEDE,JUAN EUGENIO SERU EMER,258,INICIAL,PRIMERA,PUBLICO
739,700039100,JOSE LOMBARDO RADICE,JOSE LOMBARDO RADICE,259,PRIMARIO,TERCERA,PUBLICO
740,700039200,ESCUELA EXPERIMENTAL DE NIVEL MEDIO DIVISADERO,JOSE LOMBARDO RADICE,259,SECUNDARIO,SEGUNDA,PUBLICO
741,700102103,J.I.N.Z. Nº 5 ESC JOSE LOMBARDO RADICE ANEXO,JOSE LOMBARDO RADICE,259,INICIAL,SEGUNDA,PUBLICO
742,700008300,OLEGARIO VICTOR ANDRADE,OLEGARIO VICTOR ANDRADE,260,PRIMARIO,TERCERA,PUBLICO
743,700102104,J.I.N.Z. Nº 5 ESC OLEGARIO VICTOR ANDRADE ANEXO,OLEGARIO VICTOR ANDRADE,260,INICIAL,SEGUNDA,PUBLICO
744,700014000,DOMINGO FRENCH,ALBERGUE DOMINGO FRENCH,261,ALBERGUE,SEGUNDA,PUBLICO
745,700103903,J.I.N.Z. Nº 11 ESC ALBERGUE DOMINGO FRENCH ANEXO,ALBERGUE DOMINGO FRENCH,261,INICIAL,SEGUNDA,PUBLICO
746,700112300,ESCUELA SECUNDARIA DOMINGO FRENCH,ALBERGUE DOMINGO FRENCH,261,SECUNDARIO,TERCERA,PUBLICO
747,700014100,PRESIDENTE MANUEL QUINTANA,PRESIDENTE QUINTANA,262,PRIMARIO,TERCERA,PUBLICO
748,700103902,J.I.N.Z. Nº 11 ESC PRESIDENTE MANUEL QUINTANA ANEXO,PRESIDENTE QUINTANA,262,INICIAL,SEGUNDA,PUBLICO
749,700011600,E.N.I. Nº 5  PATRICIA SARLE,E.N.I. Nº 5  PATRICIA SARLE,263,INICIAL,PRIMERA,PUBLICO
750,700008700,NOCTURNA MINERO SANJUANINO,FALUCHO,264,UEPA,TERCERA,PUBLICO
751,700039000,FALUCHO TURNO MANANA,FALUCHO,264,PRIMARIO,PRIMERA,PUBLICO
752,700063701,C.E.N.S. HEROES DE MALVINAS - ANEXO LOS BERROS,FALUCHO,264,CENS,TERCERA,PUBLICO
753,700071801,ANEXO ESC. TEC. CAP. LAB. TEODOVINA GIMENEZ,FALUCHO,264,TEC. CAP. LABORAL,TERCERA,PUBLICO
754,700106900,FALUCHO TURNO TARDE,FALUCHO,264,PRIMARIO,PRIMERA,PUBLICO
755,700085400,E.N.I. Nº 25 GABRIEL GARCIA MARQUEZ,FALUCHO,264,INICIAL,PRIMERA,PUBLICO
